FECHA;TIPO DE CAMBIO(por unidad)
30/10/2019;59.72
31/10/2019;59.67
1/11/2019;59.75
4/11/2019;59.7
5/11/2019;59.65
7/11/2019;59.6
8/11/2019;59.5
11/11/2019;59.95
12/11/2019;59.7
13/11/2019;59.72
14/11/2019;59.72
15/11/2019;59.67
19/11/2019;59.69
20/11/2019;59.73
21/11/2019;59.8
22/11/2019;59.77
25/11/2019;59.71
26/11/2019;59.94
27/11/2019;59.77
28/11/2019;59.85
29/11/2019;59.94
2/12/2019;59.975
3/12/2019;59.925
4/12/2019;59.88
5/12/2019;59.985
6/12/2019;59.94
9/12/2019;59.945
10/12/2019;59.85
11/12/2019;59.815
12/12/2019;59.815
13/12/2019;59.816
16/12/2019;59.815
17/12/2019;59.815
18/12/2019;59.815
19/12/2019;59.815
20/12/2019;59.815
23/12/2019;59.99
26/12/2019;59.89
27/12/2019;59.83
30/12/2019;59.89
31/12/2019;59.89
2/1/2020;59.815
3/1/2020;59.815
6/1/2020;59.815
7/1/2020;59.815
8/1/2020;59.815
9/1/2020;59.815
10/1/2020;59.816
13/1/2020;59.95
14/1/2020;60.06
15/1/2020;59.95
16/1/2020;59.975
17/1/2020;60.005
20/1/2020;60.06
21/1/2020;60.1
22/1/2020;60.07
23/1/2020;60.08
24/1/2020;60.091
27/1/2020;60.17
28/1/2020;60.18
29/1/2020;60.23
30/1/2020;60.25
31/1/2020;60.35
3/2/2020;60.47
4/2/2020;60.58
5/2/2020;60.59
6/2/2020;60.69
7/2/2020;60.78
10/2/2020;60.978
11/2/2020;61.119
12/2/2020;61.229
13/2/2020;61.389
14/2/2020;61.459
17/2/2020;61.669
18/2/2020;61.662
19/2/2020;61.729
20/2/2020;61.789
21/2/2020;61.839
26/2/2020;62.089
27/2/2020;62.139
28/2/2020;62.21
2/3/2020;62.259
3/3/2020;62.309
4/3/2020;62.359
5/3/2020;62.419
6/3/2020;62.48
9/3/2020;62.53
10/3/2020;62.589
11/3/2020;62.67
12/3/2020;62.819
13/3/2020;62.899
16/3/2020;63.039
17/3/2020;63.179
18/3/2020;63.33
19/3/2020;63.549
20/3/2020;63.77
25/3/2020;64.05
26/3/2020;64.229
27/3/2020;64.409
30/3/2020;64.469
1/4/2020;64.529
2/4/2020;64.72
3/4/2020;64.91
6/4/2020;64.99
7/4/2020;65.069
8/4/2020;65.16
13/4/2020;65.38
14/4/2020;65.5
15/4/2020;65.619
16/4/2020;65.74
17/4/2020;65.86
20/4/2020;65.98
21/4/2020;66.09
22/4/2020;66.23
23/4/2020;66.32
24/4/2020;66.43
27/4/2020;66.53
28/4/2020;66.63
29/4/2020;66.75
30/4/2020;66.84
4/5/2020;66.93
5/5/2020;67
6/5/2020;67.1
7/5/2020;67.19
8/5/2020;67.27
11/5/2020;67.37
12/5/2020;67.46
13/5/2020;67.54
14/5/2020;67.64
15/5/2020;67.73
18/5/2020;67.82
19/5/2020;67.9
20/5/2020;68
21/5/2020;68.09
22/5/2020;68.18
26/5/2020;68.27
27/5/2020;68.36
28/5/2020;68.45
29/5/2020;68.54
1/6/2020;68.63
2/6/2020;68.71
3/6/2020;68.81
4/6/2020;68.9
5/6/2020;68.99
8/6/2020;69.08
9/6/2020;69.17
10/6/2020;69.26
11/6/2020;69.31
12/6/2020;69.37
16/6/2020;69.61
17/6/2020;69.67
18/6/2020;69.74
19/6/2020;69.8
22/6/2020;69.97
23/6/2020;70.03
24/6/2020;70.1
25/6/2020;70.16
26/6/2020;70.22
29/6/2020;70.4
30/6/2020;70.46
1/7/2020;70.52
2/7/2020;70.58
3/7/2020;70.64
6/7/2020;70.82
7/7/2020;70.87
8/7/2020;70.94
13/7/2020;71.24
14/7/2020;71.3
15/7/2020;71.36
16/7/2020;71.42
17/7/2020;71.48
20/7/2020;71.66
21/7/2020;71.72
22/7/2020;71.78
23/7/2020;71.84
24/7/2020;71.9
27/7/2020;72.08
28/7/2020;72.14
29/7/2020;72.2
30/7/2020;72.26
31/7/2020;72.32
3/8/2020;72.52
4/8/2020;72.57
5/8/2020;72.62
6/8/2020;72.7
7/8/2020;72.77
10/8/2020;72.95
11/8/2020;73
12/8/2020;73.05
13/8/2020;73.11
14/8/2020;73.16
18/8/2020;73.4
19/8/2020;73.48
20/8/2020;73.53
21/8/2020;73.58
24/8/2020;73.73
25/8/2020;73.81
26/8/2020;73.86
27/8/2020;73.94
28/8/2020;74
31/8/2020;74.18
1/9/2020;74.25
2/9/2020;74.32
3/9/2020;74.38
4/9/2020;74.44
7/9/2020;74.65
8/9/2020;74.71
9/9/2020;74.77
10/9/2020;74.84
11/9/2020;74.91
14/9/2020;75.12
15/9/2020;75.19
16/9/2020;75.25
17/9/2020;75.32
18/9/2020;75.38
21/9/2020;75.59
22/9/2020;75.65
23/9/2020;75.72
24/9/2020;75.78
25/9/2020;75.85
28/9/2020;76.06
29/9/2020;76.12
30/9/2020;76.18
1/10/2020;76.25
2/10/2020;76.95
5/10/2020;77.01
6/10/2020;77.08
7/10/2020;77.11
8/10/2020;77.11
9/10/2020;77.15
13/10/2020;77.43
14/10/2020;77.48
15/10/2020;77.47
16/10/2020;77.52
19/10/2020;77.58
20/10/2020;77.68
21/10/2020;77.75
22/10/2020;78.08
23/10/2020;78.13
26/10/2020;78.26
27/10/2020;78.3
28/10/2020;78.31
29/10/2020;78.3
30/10/2020;78.32
2/11/2020;78.69
3/11/2020;78.93
4/11/2020;79.03
5/11/2020;79.1
9/11/2020;79.35
10/11/2020;79.43
11/11/2020;79.49
12/11/2020;79.56
13/11/2020;79.75
16/11/2020;79.97
17/11/2020;80.04
18/11/2020;80.15
19/11/2020;80.28
20/11/2020;80.35
24/11/2020;80.7
25/11/2020;80.79
26/11/2020;80.89
27/11/2020;81.07
30/11/2020;81.31
1/12/2020;81.43
2/12/2020;81.49
3/12/2020;81.56
4/12/2020;81.65
9/12/2020;82.04
10/12/2020;82.13
11/12/2020;82.21
14/12/2020;82.45
15/12/2020;82.53
16/12/2020;82.62
17/12/2020;82.71
18/12/2020;82.84
21/12/2020;83.15
22/12/2020;83.25
23/12/2020;83.36
28/12/2020;83.9
29/12/2020;84.02
30/12/2020;84.15
31/12/2020;84.15
4/1/2021;84.7
5/1/2021;84.81
6/1/2021;84.91
7/1/2021;85
8/1/2021;85.12
11/1/2021;85.37
12/1/2021;85.47
13/1/2021;85.55
14/1/2021;85.64
15/1/2021;85.74
18/1/2021;86.08
19/1/2021;86.21
20/1/2021;86.35
21/1/2021;86.43
22/1/2021;86.57
25/1/2021;86.9
26/1/2021;87.02
27/1/2021;87.11
28/1/2021;87.2
29/1/2021;87.33
1/2/2021;87.6
2/2/2021;87.7
3/2/2021;87.8
4/2/2021;87.91
5/2/2021;88
8/2/2021;88.17
9/2/2021;88.26
10/2/2021;88.36
11/2/2021;88.45
12/2/2021;88.54
17/2/2021;88.94
18/2/2021;89.06
19/2/2021;89.14
22/2/2021;89.43
23/2/2021;89.53
24/2/2021;89.68
25/2/2021;89.75
26/2/2021;89.82
1/3/2021;90.09
2/3/2021;90.15
3/3/2021;90.23
4/3/2021;90.29
5/3/2021;90.37
8/3/2021;90.57
9/3/2021;90.66
10/3/2021;90.72
11/3/2021;90.78
12/3/2021;90.85
15/3/2021;91.06
16/3/2021;91.13
17/3/2021;91.2
18/3/2021;91.3
19/3/2021;91.36
22/3/2021;91.57
23/3/2021;91.64
25/3/2021;91.77
26/3/2021;91.84
29/3/2021;91.91
30/3/2021;91.96
31/3/2021;92
5/4/2021;92.24
6/4/2021;92.28
7/4/2021;92.33
8/4/2021;92.38
9/4/2021;92.44
12/4/2021;92.58
13/4/2021;92.62
14/4/2021;92.67
15/4/2021;92.72
16/4/2021;92.81
19/4/2021;92.92
20/4/2021;92.97
21/4/2021;93.03
22/4/2021;93.07
23/4/2021;93.12
26/4/2021;93.27
27/4/2021;93.33
28/4/2021;93.44
29/4/2021;93.5
30/4/2021;93.56
3/5/2021;93.67
4/5/2021;93.71
5/5/2021;93.75
6/5/2021;93.79
7/5/2021;93.85
10/5/2021;93.93
11/5/2021;93.95
12/5/2021;93.98
13/5/2021;94.01
14/5/2021;94.04
17/5/2021;94.13
18/5/2021;94.16
19/5/2021;94.2
20/5/2021;94.24
21/5/2021;94.27
26/5/2021;94.48
27/5/2021;94.53
28/5/2021;94.56
31/5/2021;94.73
1/6/2021;94.73
2/6/2021;94.77
3/6/2021;94.81
4/6/2021;94.86
7/6/2021;94.98
8/6/2021;95.01
9/6/2021;95.05
10/6/2021;95.11
11/6/2021;95.13
14/6/2021;95.25
15/6/2021;95.3
16/6/2021;95.31
17/6/2021;95.37
18/6/2021;95.37
22/6/2021;95.49
23/6/2021;95.53
24/6/2021;95.55
25/6/2021;95.6
28/6/2021;95.69
29/6/2021;95.71
30/6/2021;95.72
1/7/2021;95.76
2/7/2021;95.79
5/7/2021;95.88
6/7/2021;95.91
7/7/2021;95.94
8/7/2021;95.99
12/7/2021;96.09
13/7/2021;96.12
14/7/2021;96.16
15/7/2021;96.18
16/7/2021;96.22
19/7/2021;96.31
20/7/2021;96.34
21/7/2021;96.36
22/7/2021;96.41
23/7/2021;96.42
26/7/2021;96.54
27/7/2021;96.57
28/7/2021;96.61
29/7/2021;96.64
30/7/2021;96.69
2/8/2021;96.79
3/8/2021;96.81
4/8/2021;96.83
5/8/2021;96.89
6/8/2021;96.9
9/8/2021;97
10/8/2021;97.03
11/8/2021;97.04
12/8/2021;97.07
13/8/2021;97.11
17/8/2021;97.25
18/8/2021;97.25
19/8/2021;97.28
20/8/2021;97.31
23/8/2021;97.4
24/8/2021;97.45
25/8/2021;97.48
26/8/2021;97.53
27/8/2021;97.56
30/8/2021;97.71
31/8/2021;97.74
1/9/2021;97.78
2/9/2021;97.83
3/9/2021;97.86
6/9/2021;97.95
7/9/2021;97.99
8/9/2021;98.01
9/9/2021;98.05
10/9/2021;98.09
13/9/2021;98.19
14/9/2021;98.21
15/9/2021;98.25
16/9/2021;98.3
17/9/2021;98.36
20/9/2021;98.46
21/9/2021;98.47
22/9/2021;98.49
23/9/2021;98.54
24/9/2021;98.56
27/9/2021;98.63
28/9/2021;98.66
29/9/2021;98.72
30/9/2021;98.74
1/10/2021;98.79
4/10/2021;98.86
5/10/2021;98.89
6/10/2021;98.92
7/10/2021;98.94
12/10/2021;99.09
13/10/2021;99.12
14/10/2021;99.16
15/10/2021;99.18
18/10/2021;99.27
19/10/2021;99.31
20/10/2021;99.35
21/10/2021;99.37
22/10/2021;99.39
25/10/2021;99.48
26/10/2021;99.56
27/10/2021;99.65
28/10/2021;99.69
29/10/2021;99.72
1/11/2021;99.81
2/11/2021;99.86
3/11/2021;99.91
4/11/2021;99.96
5/11/2021;99.94
8/11/2021;100.08
9/11/2021;100.11
10/11/2021;100.15
11/11/2021;100.17
12/11/2021;100.22
15/11/2021;100.27
16/11/2021;100.29
17/11/2021;100.35
18/11/2021;100.41
19/11/2021;100.46
23/11/2021;100.57
24/11/2021;100.62
25/11/2021;100.68
26/11/2021;100.8
29/11/2021;100.94
30/11/2021;100.96
1/12/2021;101
2/12/2021;101.1
3/12/2021;101.16
6/12/2021;101.28
7/12/2021;101.42
9/12/2021;101.54
10/12/2021;101.55
13/12/2021;101.7
14/12/2021;101.78
15/12/2021;101.82
16/12/2021;101.9
17/12/2021;101.98
20/12/2021;102.13
21/12/2021;102.24
22/12/2021;102.26
23/12/2021;102.3
27/12/2021;102.54
28/12/2021;102.62
29/12/2021;102.68
30/12/2021;102.72
31/12/2021;102.72
3/1/2022;103
4/1/2022;103.09
5/1/2022;103.14
6/1/2022;103.24
7/1/2022;103.28
10/1/2022;103.51
11/1/2022;103.56
12/1/2022;103.68
13/1/2022;103.77
14/1/2022;103.84
17/1/2022;104.1
18/1/2022;104.17
19/1/2022;104.24
20/1/2022;104.31
21/1/2022;104.34
24/1/2022;104.53
25/1/2022;104.62
26/1/2022;104.7
27/1/2022;104.77
28/1/2022;104.84
31/1/2022;105.02
1/2/2022;105.12
2/2/2022;105.2
3/2/2022;105.31
4/2/2022;105.41
7/2/2022;105.68
8/2/2022;105.82
9/2/2022;105.89
10/2/2022;106.01
11/2/2022;106.15
14/2/2022;106.36
15/2/2022;106.47
16/2/2022;106.58
17/2/2022;106.67
18/2/2022;106.78
21/2/2022;107.04
22/2/2022;107.19
23/2/2022;107.28
24/2/2022;107.38
25/2/2022;107.45
2/3/2022;107.93
3/3/2022;108.03
4/3/2022;108.13
7/3/2022;108.44
8/3/2022;108.56
9/3/2022;108.68
10/3/2022;108.77
11/3/2022;108.88
14/3/2022;109.2
15/3/2022;109.32
16/3/2022;109.41
17/3/2022;109.51
18/3/2022;109.7
21/3/2022;109.97
22/3/2022;110.07
23/3/2022;110.18
25/3/2022;110.38
28/3/2022;110.68
29/3/2022;110.82
30/3/2022;110.89
31/3/2022;111.01
1/4/2022;111.12
4/4/2022;111.57
5/4/2022;111.7
6/4/2022;111.83
7/4/2022;111.97
8/4/2022;112.16
11/4/2022;112.58
12/4/2022;112.76
13/4/2022;112.97
18/4/2022;113.63
19/4/2022;113.78
20/4/2022;113.96
21/4/2022;114.09
22/4/2022;114.23
25/4/2022;114.68
26/4/2022;114.85
27/4/2022;115.04
28/4/2022;115.18
29/4/2022;115.31
2/5/2022;115.73
3/5/2022;115.87
4/5/2022;116.02
5/5/2022;116.16
6/5/2022;116.3
9/5/2022;116.75
10/5/2022;116.93
11/5/2022;117.08
12/5/2022;117.25
13/5/2022;117.43
16/5/2022;117.86
17/5/2022;118.07
19/5/2022;118.34
20/5/2022;118.48
23/5/2022;118.94
24/5/2022;119.11
26/5/2022;119.41
27/5/2022;119.55
30/5/2022;120.01
31/5/2022;120.2
1/6/2022;120.32
2/6/2022;120.46
3/6/2022;120.68
6/6/2022;121.11
7/6/2022;121.29
8/6/2022;121.45
9/6/2022;121.62
10/6/2022;121.79
13/6/2022;122.3
14/6/2022;122.5
15/6/2022;122.7
16/6/2022;122.92
21/6/2022;123.67
22/6/2022;123.85
23/6/2022;124.1
24/6/2022;124.24
27/6/2022;124.71
28/6/2022;124.87
29/6/2022;125.04
30/6/2022;125.23
1/7/2022;125.45
4/7/2022;125.95
5/7/2022;126.2
6/7/2022;126.39
7/7/2022;126.56
8/7/2022;126.8
11/7/2022;127.35
12/7/2022;127.59
13/7/2022;127.82
14/7/2022;128
15/7/2022;128.25
18/7/2022;128.91
19/7/2022;129.14
20/7/2022;129.38
21/7/2022;129.58
22/7/2022;129.74
25/7/2022;130.4
26/7/2022;130.68
27/7/2022;130.91
28/7/2022;131.12
29/7/2022;131.27
1/8/2022;131.89
2/8/2022;132.2
3/8/2022;132.42
4/8/2022;132.64
5/8/2022;132.89
8/8/2022;133.57
9/8/2022;133.85
10/8/2022;134.05
11/8/2022;134.27
12/8/2022;134.59
16/8/2022;135.33
17/8/2022;135.53
18/8/2022;135.8
19/8/2022;136.17
22/8/2022;136.64
23/8/2022;136.95
24/8/2022;137.15
25/8/2022;137.4
26/8/2022;137.7
29/8/2022;138.32
30/8/2022;138.6
31/8/2022;138.73
1/9/2022;139.03
5/9/2022;140.28
6/9/2022;140.56
7/9/2022;140.8
8/9/2022;141.15
9/9/2022;141.38
12/9/2022;142.28
13/9/2022;142.58
14/9/2022;142.88
15/9/2022;143.2
16/9/2022;143.52
19/9/2022;144.37
20/9/2022;144.64
21/9/2022;144.89
22/9/2022;145.16
23/9/2022;145.44
26/9/2022;146.26
27/9/2022;146.57
28/9/2022;146.86
29/9/2022;147.07
30/9/2022;147.32
3/10/2022;148.23
4/10/2022;148.59
5/10/2022;148.88
6/10/2022;149.2
11/10/2022;150.69
12/10/2022;151.04
13/10/2022;151.3
14/10/2022;151.64
17/10/2022;152.5
18/10/2022;152.82
19/10/2022;153.18
20/10/2022;153.51
21/10/2022;153.79
24/10/2022;154.74
25/10/2022;155.08
26/10/2022;155.39
27/10/2022;155.69
28/10/2022;156.02
31/10/2022;156.91
1/11/2022;157.28
2/11/2022;157.6
3/11/2022;157.92
4/11/2022;158.28
7/11/2022;159.37
8/11/2022;159.71
9/11/2022;160.02
10/11/2022;160.39
11/11/2022;160.7
14/11/2022;161.78
15/11/2022;162.12
16/11/2022;162.47
17/11/2022;162.78
18/11/2022;163.18
22/11/2022;164.51
23/11/2022;164.84
24/11/2022;165.21
25/11/2022;165.59
28/11/2022;166.6
29/11/2022;166.96
30/11/2022;167.28
1/12/2022;167.72
2/12/2022;168.09
5/12/2022;169.16
6/12/2022;169.49
7/12/2022;169.9
12/12/2022;171.37
13/12/2022;171.81
14/12/2022;172.05
15/12/2022;172.39
16/12/2022;172.7
19/12/2022;173.6
20/12/2022;173.93
21/12/2022;174.28
22/12/2022;174.53
23/12/2022;174.84
26/12/2022;175.73
27/12/2022;176.05
28/12/2022;176.4
29/12/2022;176.78
30/12/2022;177.16
2/1/2023;178.15
3/1/2023;178.36
4/1/2023;178.66
5/1/2023;178.94
6/1/2023;179.25
9/1/2023;180.09
10/1/2023;180.38
11/1/2023;180.67
12/1/2023;180.97
13/1/2023;181.27
16/1/2023;182.2
17/1/2023;182.49
18/1/2023;182.81
19/1/2023;183.11
20/1/2023;183.45
23/1/2023;184.37
24/1/2023;184.69
25/1/2023;185.03
26/1/2023;185.32
27/1/2023;185.61
30/1/2023;186.56
31/1/2023;187
1/2/2023;187.29
2/2/2023;187.57
3/2/2023;188.02
6/2/2023;189.11
7/2/2023;189.52
8/2/2023;189.85
9/2/2023;190.21
10/2/2023;190.51
13/2/2023;191.65
14/2/2023;191.99
15/2/2023;192.38
16/2/2023;192.83
17/2/2023;193.19
22/2/2023;194.95
23/2/2023;195.31
24/2/2023;195.68
27/2/2023;196.81
28/2/2023;197.15
1/3/2023;197.57
2/3/2023;197.87
3/3/2023;198.28
6/3/2023;199.34
7/3/2023;199.68
8/3/2023;199.95
9/3/2023;200.36
10/3/2023;200.73
13/3/2023;201.86
14/3/2023;202.07
15/3/2023;202.56
16/3/2023;202.94
17/3/2023;203.34
20/3/2023;204.53
21/3/2023;205.02
22/3/2023;205.38
23/3/2023;205.78
27/3/2023;207.42
28/3/2023;207.84
29/3/2023;208.3
30/3/2023;208.59
31/3/2023;209.01
3/4/2023;210.37
4/4/2023;210.78
5/4/2023;211.22
10/4/2023;213.39
11/4/2023;213.76
12/4/2023;214.24
13/4/2023;214.68
14/4/2023;215.1
17/4/2023;216.38
18/4/2023;216.94
19/4/2023;217.48
20/4/2023;217.99
21/4/2023;218.53
24/4/2023;220.21
25/4/2023;220.87
26/4/2023;221.57
27/4/2023;222
28/4/2023;222.68
2/5/2023;224.65
3/5/2023;225.2
4/5/2023;225.7
5/5/2023;226.25
8/5/2023;227.65
9/5/2023;228.05
10/5/2023;228.5
11/5/2023;229
12/5/2023;229.2
15/5/2023;230.7
16/5/2023;231.1
17/5/2023;231.65
18/5/2023;232.1
19/5/2023;232.75
