FECHA;TIPO DE CAMBIO(por unidad)
30/1/2009;3.488
2/2/2009;3.491
3/2/2009;3.5
4/2/2009;3.487
5/2/2009;3.486
6/2/2009;3.486
9/2/2009;3.487
10/2/2009;3.484
11/2/2009;3.49
12/2/2009;3.491
13/2/2009;3.496
16/2/2009;3.497
17/2/2009;3.504
18/2/2009;3.51
19/2/2009;3.534
20/2/2009;3.538
23/2/2009;3.548
24/2/2009;3.554
25/2/2009;3.555
26/2/2009;3.558
27/2/2009;3.567
2/3/2009;3.601
3/3/2009;3.611
4/3/2009;3.618
5/3/2009;3.622
6/3/2009;3.631
9/3/2009;3.637
10/3/2009;3.637
11/3/2009;3.642
12/3/2009;3.646
13/3/2009;3.65
16/3/2009;3.643
17/3/2009;3.648
18/3/2009;3.656
19/3/2009;3.649
20/3/2009;3.657
23/3/2009;3.689
25/3/2009;3.688
26/3/2009;3.694
27/3/2009;3.716
30/3/2009;3.717
31/3/2009;3.72
1/4/2009;3.712
3/4/2009;3.694
6/4/2009;3.674
7/4/2009;3.674
8/4/2009;3.677
13/4/2009;3.68
14/4/2009;3.678
15/4/2009;3.677
16/4/2009;3.679
17/4/2009;3.684
20/4/2009;3.689
21/4/2009;3.692
22/4/2009;3.696
23/4/2009;3.697
24/4/2009;3.697
27/4/2009;3.704
28/4/2009;3.716
29/4/2009;3.721
30/4/2009;3.714
4/5/2009;3.695
5/5/2009;3.699
6/5/2009;3.711
7/5/2009;3.721
8/5/2009;3.721
11/5/2009;3.72
12/5/2009;3.721
13/5/2009;3.725
14/5/2009;3.727
15/5/2009;3.728
18/5/2009;3.727
19/5/2009;3.728
20/5/2009;3.732
21/5/2009;3.736
22/5/2009;3.737
26/5/2009;3.739
27/5/2009;3.737
28/5/2009;3.744
29/5/2009;3.749
1/6/2009;3.745
2/6/2009;3.743
3/6/2009;3.744
4/6/2009;3.743
5/6/2009;3.757
8/6/2009;3.759
9/6/2009;3.76
10/6/2009;3.76
11/6/2009;3.76
12/6/2009;3.764
16/6/2009;3.766
17/6/2009;3.767
18/6/2009;3.768
19/6/2009;3.775
22/6/2009;3.781
23/6/2009;3.793
24/6/2009;3.792
25/6/2009;3.795
26/6/2009;3.798
29/6/2009;3.79
30/6/2009;3.797
1/7/2009;3.799
2/7/2009;3.801
3/7/2009;3.803
6/7/2009;3.803
7/7/2009;3.805
8/7/2009;3.808
13/7/2009;3.808
14/7/2009;3.806
15/7/2009;3.807
16/7/2009;3.807
17/7/2009;3.808
20/7/2009;3.808
21/7/2009;3.808
22/7/2009;3.808
23/7/2009;3.808
24/7/2009;3.809
27/7/2009;3.81
28/7/2009;3.815
29/7/2009;3.824
30/7/2009;3.829
31/7/2009;3.83
3/8/2009;3.826
4/8/2009;3.823
5/8/2009;3.825
6/8/2009;3.826
7/8/2009;3.827
10/8/2009;3.829
11/8/2009;3.831
12/8/2009;3.834
13/8/2009;3.837
14/8/2009;3.84
18/8/2009;3.846
19/8/2009;3.848
20/8/2009;3.849
21/8/2009;3.849
24/8/2009;3.85
25/8/2009;3.85
26/8/2009;3.848
27/8/2009;3.848
28/8/2009;3.85
31/8/2009;3.851
1/9/2009;3.845
2/9/2009;3.846
3/9/2009;3.846
4/9/2009;3.847
7/9/2009;3.849
8/9/2009;3.851
9/9/2009;3.854
10/9/2009;3.853
11/9/2009;3.854
14/9/2009;3.842
15/9/2009;3.831
16/9/2009;3.828
17/9/2009;3.832
18/9/2009;3.839
21/9/2009;3.836
22/9/2009;3.837
23/9/2009;3.837
24/9/2009;3.837
25/9/2009;3.838
28/9/2009;3.841
29/9/2009;3.843
30/9/2009;3.843
1/10/2009;3.844
2/10/2009;3.844
5/10/2009;3.84
6/10/2009;3.834
7/10/2009;3.834
8/10/2009;3.833
9/10/2009;3.829
13/10/2009;3.825
14/10/2009;3.822
15/10/2009;3.819
16/10/2009;3.821
19/10/2009;3.822
20/10/2009;3.821
21/10/2009;3.821
22/10/2009;3.822
23/10/2009;3.82
26/10/2009;3.82
27/10/2009;3.82
28/10/2009;3.82
29/10/2009;3.82
30/10/2009;3.819
2/11/2009;3.819
3/11/2009;3.818
4/11/2009;3.818
5/11/2009;3.817
9/11/2009;3.816
10/11/2009;3.815
11/11/2009;3.813
12/11/2009;3.814
13/11/2009;3.814
16/11/2009;3.815
17/11/2009;3.814
18/11/2009;3.81
19/11/2009;3.803
20/11/2009;3.8
23/11/2009;3.799
24/11/2009;3.802
25/11/2009;3.803
26/11/2009;3.806
27/11/2009;3.809
30/11/2009;3.811
1/12/2009;3.812
2/12/2009;3.811
3/12/2009;3.809
4/12/2009;3.807
7/12/2009;3.804
9/12/2009;3.799
10/12/2009;3.801
11/12/2009;3.803
14/12/2009;3.811
15/12/2009;3.811
16/12/2009;3.81
17/12/2009;3.82
18/12/2009;3.813
21/12/2009;3.808
22/12/2009;3.8
23/12/2009;3.795
24/12/2009;3.792
28/12/2009;3.799
29/12/2009;3.827
30/12/2009;3.8
31/12/2009;3.8
4/1/2010;3.798
5/1/2010;3.799
6/1/2010;3.81
7/1/2010;3.795
8/1/2010;3.798
11/1/2010;3.794
12/1/2010;3.794
13/1/2010;3.797
14/1/2010;3.797
15/1/2010;3.797
18/1/2010;3.799
19/1/2010;3.801
20/1/2010;3.804
21/1/2010;3.808
22/1/2010;3.807
25/1/2010;3.806
26/1/2010;3.814
27/1/2010;3.814
28/1/2010;3.819
29/1/2010;3.835
1/2/2010;3.836
2/2/2010;3.832
3/2/2010;3.834
4/2/2010;3.841
5/2/2010;3.84
8/2/2010;3.841
9/2/2010;3.843
10/2/2010;3.847
11/2/2010;3.85
12/2/2010;3.854
15/2/2010;3.86
16/2/2010;3.857
17/2/2010;3.856
18/2/2010;3.858
19/2/2010;3.858
22/2/2010;3.863
23/2/2010;3.86
24/2/2010;3.86
25/2/2010;3.859
26/2/2010;3.859
1/3/2010;3.857
2/3/2010;3.855
3/3/2010;3.855
4/3/2010;3.856
5/3/2010;3.859
8/3/2010;3.859
9/3/2010;3.862
10/3/2010;3.858
11/3/2010;3.859
12/3/2010;3.86
15/3/2010;3.863
16/3/2010;3.862
17/3/2010;3.862
18/3/2010;3.862
19/3/2010;3.864
22/3/2010;3.864
23/3/2010;3.865
25/3/2010;3.867
26/3/2010;3.867
29/3/2010;3.873
30/3/2010;3.875
31/3/2010;3.878
5/4/2010;3.879
6/4/2010;3.88
7/4/2010;3.876
8/4/2010;3.876
9/4/2010;3.876
12/4/2010;3.878
13/4/2010;3.879
14/4/2010;3.876
15/4/2010;3.872
16/4/2010;3.869
19/4/2010;3.87
20/4/2010;3.871
21/4/2010;3.871
22/4/2010;3.871
23/4/2010;3.872
26/4/2010;3.873
27/4/2010;3.878
28/4/2010;3.881
29/4/2010;3.883
30/4/2010;3.888
3/5/2010;3.888
4/5/2010;3.895
5/5/2010;3.895
6/5/2010;3.895
7/5/2010;3.895
10/5/2010;3.895
11/5/2010;3.896
12/5/2010;3.895
13/5/2010;3.895
14/5/2010;3.897
17/5/2010;3.903
18/5/2010;3.909
19/5/2010;3.906
20/5/2010;3.905
21/5/2010;3.906
26/5/2010;3.911
27/5/2010;3.912
28/5/2010;3.92
31/5/2010;3.929
1/6/2010;3.93
2/6/2010;3.925
3/6/2010;3.92
4/6/2010;3.924
7/6/2010;3.922
8/6/2010;3.916
9/6/2010;3.917
10/6/2010;3.919
11/6/2010;3.923
14/6/2010;3.926
15/6/2010;3.926
16/6/2010;3.926
17/6/2010;3.926
18/6/2010;3.926
22/6/2010;3.929
23/6/2010;3.927
24/6/2010;3.93
25/6/2010;3.932
28/6/2010;3.933
29/6/2010;3.932
30/6/2010;3.931
1/7/2010;3.933
2/7/2010;3.934
5/7/2010;3.935
6/7/2010;3.935
7/7/2010;3.936
8/7/2010;3.937
12/7/2010;3.936
13/7/2010;3.934
14/7/2010;3.934
15/7/2010;3.935
16/7/2010;3.934
19/7/2010;3.935
20/7/2010;3.934
21/7/2010;3.934
22/7/2010;3.932
23/7/2010;3.931
26/7/2010;3.932
27/7/2010;3.933
28/7/2010;3.935
29/7/2010;3.937
30/7/2010;3.94
2/8/2010;3.938
3/8/2010;3.934
4/8/2010;3.933
5/8/2010;3.933
6/8/2010;3.932
9/8/2010;3.932
10/8/2010;3.933
11/8/2010;3.934
12/8/2010;3.933
13/8/2010;3.933
17/8/2010;3.934
18/8/2010;3.936
19/8/2010;3.937
20/8/2010;3.938
23/8/2010;3.939
24/8/2010;3.942
25/8/2010;3.945
26/8/2010;3.944
27/8/2010;3.944
30/8/2010;3.95
31/8/2010;3.95
1/9/2010;3.95
2/9/2010;3.947
3/9/2010;3.945
6/9/2010;3.944
7/9/2010;3.947
8/9/2010;3.946
9/9/2010;3.945
10/9/2010;3.945
13/9/2010;3.948
14/9/2010;3.949
15/9/2010;3.95
16/9/2010;3.949
17/9/2010;3.951
20/9/2010;3.95
21/9/2010;3.951
22/9/2010;3.952
23/9/2010;3.953
24/9/2010;3.96
27/9/2010;3.971
28/9/2010;3.973
29/9/2010;3.964
30/9/2010;3.96
1/10/2010;3.961
4/10/2010;3.96
5/10/2010;3.958
6/10/2010;3.96
7/10/2010;3.958
8/10/2010;3.956
12/10/2010;3.955
13/10/2010;3.952
14/10/2010;3.948
15/10/2010;3.955
18/10/2010;3.954
19/10/2010;3.957
20/10/2010;3.958
21/10/2010;3.958
22/10/2010;3.956
25/10/2010;3.955
26/10/2010;3.958
28/10/2010;3.957
29/10/2010;3.957
1/11/2010;3.959
2/11/2010;3.958
3/11/2010;3.957
4/11/2010;3.959
5/11/2010;3.958
8/11/2010;3.963
9/11/2010;3.962
10/11/2010;3.961
11/11/2010;3.962
12/11/2010;3.965
15/11/2010;3.97
16/11/2010;3.973
17/11/2010;3.973
18/11/2010;3.973
19/11/2010;3.973
23/11/2010;3.973
24/11/2010;3.973
25/11/2010;3.975
26/11/2010;3.98
29/11/2010;3.985
30/11/2010;3.988
1/12/2010;3.983
2/12/2010;3.98
3/12/2010;3.978
6/12/2010;3.978
7/12/2010;3.978
9/12/2010;3.977
10/12/2010;3.975
13/12/2010;3.973
14/12/2010;3.974
15/12/2010;3.974
16/12/2010;3.975
17/12/2010;3.974
20/12/2010;3.974
21/12/2010;3.973
22/12/2010;3.972
23/12/2010;3.978
27/12/2010;3.984
28/12/2010;3.981
29/12/2010;3.978
30/12/2010;3.976
31/12/2010;3.976
3/1/2011;3.973
4/1/2011;3.973
5/1/2011;3.972
6/1/2011;3.972
7/1/2011;3.978
10/1/2011;3.978
11/1/2011;3.978
12/1/2011;3.976
13/1/2011;3.976
14/1/2011;3.978
17/1/2011;3.979
18/1/2011;3.983
19/1/2011;3.983
20/1/2011;3.983
21/1/2011;3.983
24/1/2011;3.985
25/1/2011;3.99
26/1/2011;3.99
27/1/2011;3.995
28/1/2011;4.001
31/1/2011;4.008
1/2/2011;4.009
2/2/2011;4.017
3/2/2011;4.015
4/2/2011;4.017
7/2/2011;4.019
8/2/2011;4.017
9/2/2011;4.017
10/2/2011;4.02
11/2/2011;4.022
14/2/2011;4.023
15/2/2011;4.025
16/2/2011;4.023
17/2/2011;4.024
18/2/2011;4.025
21/2/2011;4.028
22/2/2011;4.028
23/2/2011;4.029
24/2/2011;4.028
25/2/2011;4.029
28/2/2011;4.03
1/3/2011;4.031
2/3/2011;4.03
3/3/2011;4.029
4/3/2011;4.03
9/3/2011;4.033
10/3/2011;4.031
11/3/2011;4.028
14/3/2011;4.029
15/3/2011;4.034
16/3/2011;4.038
17/3/2011;4.039
18/3/2011;4.039
21/3/2011;4.041
22/3/2011;4.042
23/3/2011;4.042
28/3/2011;4.044
29/3/2011;4.047
30/3/2011;4.05
31/3/2011;4.054
1/4/2011;4.054
4/4/2011;4.052
5/4/2011;4.054
6/4/2011;4.054
7/4/2011;4.053
8/4/2011;4.05
11/4/2011;4.05
12/4/2011;4.055
13/4/2011;4.058
14/4/2011;4.067
15/4/2011;4.07
18/4/2011;4.074
19/4/2011;4.076
20/4/2011;4.079
25/4/2011;4.082
26/4/2011;4.082
27/4/2011;4.085
28/4/2011;4.08
29/4/2011;4.08
2/5/2011;4.079
3/5/2011;4.078
4/5/2011;4.079
5/5/2011;4.08
6/5/2011;4.081
9/5/2011;4.082
10/5/2011;4.082
11/5/2011;4.083
12/5/2011;4.082
13/5/2011;4.083
16/5/2011;4.084
17/5/2011;4.085
18/5/2011;4.086
19/5/2011;4.087
20/5/2011;4.086
23/5/2011;4.087
24/5/2011;4.086
26/5/2011;4.086
27/5/2011;4.086
30/5/2011;4.088
31/5/2011;4.09
1/6/2011;4.089
2/6/2011;4.09
3/6/2011;4.09
6/6/2011;4.092
7/6/2011;4.092
8/6/2011;4.092
9/6/2011;4.093
10/6/2011;4.092
13/6/2011;4.092
14/6/2011;4.093
15/6/2011;4.094
16/6/2011;4.094
17/6/2011;4.095
21/6/2011;4.098
22/6/2011;4.099
23/6/2011;4.099
24/6/2011;4.1
27/6/2011;4.102
28/6/2011;4.104
29/6/2011;4.11
30/6/2011;4.11
1/7/2011;4.11
4/7/2011;4.115
5/7/2011;4.116
6/7/2011;4.118
7/7/2011;4.121
8/7/2011;4.121
11/7/2011;4.122
12/7/2011;4.122
13/7/2011;4.122
14/7/2011;4.122
15/7/2011;4.122
18/7/2011;4.128
19/7/2011;4.136
20/7/2011;4.136
21/7/2011;4.139
22/7/2011;4.139
25/7/2011;4.135
26/7/2011;4.137
27/7/2011;4.138
28/7/2011;4.142
29/7/2011;4.145
1/8/2011;4.147
2/8/2011;4.148
3/8/2011;4.151
4/8/2011;4.153
5/8/2011;4.156
8/8/2011;4.154
9/8/2011;4.157
10/8/2011;4.157
11/8/2011;4.159
12/8/2011;4.158
15/8/2011;4.161
16/8/2011;4.163
17/8/2011;4.167
18/8/2011;4.173
19/8/2011;4.178
23/8/2011;4.184
24/8/2011;4.186
25/8/2011;4.185
26/8/2011;4.184
29/8/2011;4.188
30/8/2011;4.195
31/8/2011;4.2
1/9/2011;4.224
2/9/2011;4.202
5/9/2011;4.208
6/9/2011;4.208
7/9/2011;4.207
8/9/2011;4.202
9/9/2011;4.203
12/9/2011;4.204
13/9/2011;4.204
14/9/2011;4.204
15/9/2011;4.205
16/9/2011;4.205
19/9/2011;4.205
20/9/2011;4.19
21/9/2011;4.189
22/9/2011;4.2
23/9/2011;4.205
26/9/2011;4.205
27/9/2011;4.205
28/9/2011;4.205
29/9/2011;4.205
30/9/2011;4.205
3/10/2011;4.205
4/10/2011;4.205
5/10/2011;4.207
6/10/2011;4.21
7/10/2011;4.21
11/10/2011;4.211
12/10/2011;4.211
13/10/2011;4.213
14/10/2011;4.216
17/10/2011;4.21
18/10/2011;4.225
19/10/2011;4.235
20/10/2011;4.235
21/10/2011;4.235
24/10/2011;4.236
25/10/2011;4.236
26/10/2011;4.236
27/10/2011;4.236
28/10/2011;4.236
31/10/2011;4.236
1/11/2011;4.241
2/11/2011;4.25
3/11/2011;4.25
4/11/2011;4.256
7/11/2011;4.26
8/11/2011;4.26
9/11/2011;4.26
10/11/2011;4.263
11/11/2011;4.272
14/11/2011;4.275
15/11/2011;4.263
16/11/2011;4.257
17/11/2011;4.256
18/11/2011;4.257
21/11/2011;4.258
22/11/2011;4.259
23/11/2011;4.259
24/11/2011;4.263
25/11/2011;4.263
29/11/2011;4.275
30/11/2011;4.281
1/12/2011;4.282
2/12/2011;4.283
5/12/2011;4.286
6/12/2011;4.278
7/12/2011;4.278
12/12/2011;4.279
13/12/2011;4.279
14/12/2011;4.281
15/12/2011;4.284
16/12/2011;4.29
19/12/2011;4.29
20/12/2011;4.292
21/12/2011;4.292
22/12/2011;4.292
23/12/2011;4.292
27/12/2011;4.298
28/12/2011;4.298
29/12/2011;4.303
30/12/2011;4.304
3/1/2012;4.304
4/1/2012;4.306
5/1/2012;4.311
6/1/2012;4.317
9/1/2012;4.314
10/1/2012;4.313
11/1/2012;4.312
12/1/2012;4.312
13/1/2012;4.312
16/1/2012;4.317
17/1/2012;4.318
18/1/2012;4.32
19/1/2012;4.321
20/1/2012;4.323
23/1/2012;4.328
24/1/2012;4.334
25/1/2012;4.338
26/1/2012;4.336
27/1/2012;4.335
30/1/2012;4.335
31/1/2012;4.337
1/2/2012;4.334
2/2/2012;4.333
3/2/2012;4.333
6/2/2012;4.333
7/2/2012;4.338
8/2/2012;4.342
9/2/2012;4.346
10/2/2012;4.345
13/2/2012;4.346
14/2/2012;4.349
15/2/2012;4.351
16/2/2012;4.353
17/2/2012;4.354
22/2/2012;4.354
23/2/2012;4.354
24/2/2012;4.355
28/2/2012;4.356
29/2/2012;4.357
1/3/2012;4.346
2/3/2012;4.335
5/3/2012;4.335
6/3/2012;4.336
7/3/2012;4.337
8/3/2012;4.339
9/3/2012;4.343
12/3/2012;4.348
13/3/2012;4.353
14/3/2012;4.357
15/3/2012;4.352
16/3/2012;4.36
19/3/2012;4.363
20/3/2012;4.365
21/3/2012;4.367
22/3/2012;4.366
23/3/2012;4.369
26/3/2012;4.372
27/3/2012;4.373
28/3/2012;4.374
29/3/2012;4.377
30/3/2012;4.379
3/4/2012;4.382
4/4/2012;4.388
9/4/2012;4.384
10/4/2012;4.384
11/4/2012;4.39
12/4/2012;4.395
13/4/2012;4.394
16/4/2012;4.394
17/4/2012;4.397
18/4/2012;4.402
19/4/2012;4.404
20/4/2012;4.406
23/4/2012;4.406
24/4/2012;4.411
25/4/2012;4.414
26/4/2012;4.414
27/4/2012;4.417
2/5/2012;4.426
3/5/2012;4.428
4/5/2012;4.428
7/5/2012;4.437
8/5/2012;4.438
9/5/2012;4.44
10/5/2012;4.439
11/5/2012;4.44
14/5/2012;4.443
15/5/2012;4.442
16/5/2012;4.447
17/5/2012;4.451
18/5/2012;4.459
21/5/2012;4.465
22/5/2012;4.468
23/5/2012;4.469
24/5/2012;4.47
28/5/2012;4.474
29/5/2012;4.47
30/5/2012;4.471
31/5/2012;4.471
1/6/2012;4.471
4/6/2012;4.474
5/6/2012;4.484
6/6/2012;4.496
7/6/2012;4.484
8/6/2012;4.486
11/6/2012;4.49
12/6/2012;4.49
13/6/2012;4.492
14/6/2012;4.495
15/6/2012;4.496
16/6/2012;4.611
18/6/2012;4.5
19/6/2012;4.503
21/6/2012;4.508
22/6/2012;4.512
25/6/2012;4.514
26/6/2012;4.517
27/6/2012;4.518
28/6/2012;4.523
29/6/2012;4.527
2/7/2012;4.525
3/7/2012;4.525
4/7/2012;4.527
5/7/2012;4.53
6/7/2012;4.535
10/7/2012;4.538
11/7/2012;4.541
12/7/2012;4.546
13/7/2012;4.547
16/7/2012;4.547
17/7/2012;4.552
18/7/2012;4.557
19/7/2012;4.56
20/7/2012;4.564
23/7/2012;4.571
24/7/2012;4.573
25/7/2012;4.57
26/7/2012;4.574
27/7/2012;4.58
30/7/2012;4.58
31/7/2012;4.585
1/8/2012;4.587
2/8/2012;4.586
3/8/2012;4.589
6/8/2012;4.592
7/8/2012;4.595
8/8/2012;4.598
9/8/2012;4.6
10/8/2012;4.601
13/8/2012;4.605
14/8/2012;4.606
15/8/2012;4.608
16/8/2012;4.611
17/8/2012;4.616
21/8/2012;4.618
22/8/2012;4.616
23/8/2012;4.617
24/8/2012;4.625
27/8/2012;4.629
28/8/2012;4.629
29/8/2012;4.629
30/8/2012;4.633
31/8/2012;4.638
3/9/2012;4.643
4/9/2012;4.649
5/9/2012;4.652
6/9/2012;4.655
7/9/2012;4.661
10/9/2012;4.661
11/9/2012;4.66
12/9/2012;4.661
13/9/2012;4.665
14/9/2012;4.671
17/9/2012;4.674
18/9/2012;4.677
19/9/2012;4.681
20/9/2012;4.681
21/9/2012;4.686
25/9/2012;4.689
26/9/2012;4.69
27/9/2012;4.692
28/9/2012;4.697
1/10/2012;4.699
2/10/2012;4.7
3/10/2012;4.703
4/10/2012;4.706
5/10/2012;4.709
9/10/2012;4.713
10/10/2012;4.715
11/10/2012;4.72
12/10/2012;4.723
15/10/2012;4.727
16/10/2012;4.731
17/10/2012;4.732
18/10/2012;4.735
19/10/2012;4.738
22/10/2012;4.742
23/10/2012;4.743
24/10/2012;4.748
25/10/2012;4.752
26/10/2012;4.752
29/10/2012;4.757
30/10/2012;4.763
31/10/2012;4.766
1/11/2012;4.77
2/11/2012;4.769
5/11/2012;4.77
7/11/2012;4.77
8/11/2012;4.774
9/11/2012;4.778
12/11/2012;4.785
13/11/2012;4.783
14/11/2012;4.787
15/11/2012;4.794
16/11/2012;4.8
19/11/2012;4.805
20/11/2012;4.807
21/11/2012;4.816
22/11/2012;4.823
23/11/2012;4.818
27/11/2012;4.824
28/11/2012;4.83
29/11/2012;4.831
30/11/2012;4.838
3/12/2012;4.842
4/12/2012;4.847
5/12/2012;4.851
6/12/2012;4.858
7/12/2012;4.863
10/12/2012;4.863
11/12/2012;4.868
12/12/2012;4.872
13/12/2012;4.874
14/12/2012;4.878
17/12/2012;4.884
18/12/2012;4.889
19/12/2012;4.896
20/12/2012;4.9
21/12/2012;4.905
26/12/2012;4.91
27/12/2012;4.913
28/12/2012;4.914
31/12/2012;4.918
2/1/2013;4.925
3/1/2013;4.927
4/1/2013;4.926
7/1/2013;4.931
8/1/2013;4.932
9/1/2013;4.936
10/1/2013;4.939
11/1/2013;4.942
14/1/2013;4.951
15/1/2013;4.949
16/1/2013;4.948
17/1/2013;4.95
18/1/2013;4.951
21/1/2013;4.958
22/1/2013;4.957
23/1/2013;4.964
24/1/2013;4.963
25/1/2013;4.965
28/1/2013;4.971
29/1/2013;4.976
30/1/2013;4.978
1/2/2013;4.985
4/2/2013;4.983
5/2/2013;4.984
6/2/2013;4.987
7/2/2013;4.995
8/2/2013;4.996
13/2/2013;5.004
14/2/2013;5.004
15/2/2013;5.011
18/2/2013;5.022
19/2/2013;5.022
21/2/2013;5.029
22/2/2013;5.03
25/2/2013;5.034
26/2/2013;5.038
27/2/2013;5.04
28/2/2013;5.046
1/3/2013;5.049
4/3/2013;5.054
5/3/2013;5.057
6/3/2013;5.061
7/3/2013;5.063
8/3/2013;5.065
11/3/2013;5.075
12/3/2013;5.078
13/3/2013;5.08
14/3/2013;5.085
15/3/2013;5.092
18/3/2013;5.096
19/3/2013;5.096
20/3/2013;5.095
21/3/2013;5.103
22/3/2013;5.11
25/3/2013;5.116
26/3/2013;5.12
27/3/2013;5.122
3/4/2013;5.13
4/4/2013;5.134
5/4/2013;5.134
8/4/2013;5.133
9/4/2013;5.137
10/4/2013;5.14
11/4/2013;5.143
12/4/2013;5.149
15/4/2013;5.152
16/4/2013;5.155
17/4/2013;5.156
18/4/2013;5.159
19/4/2013;5.164
22/4/2013;5.167
23/4/2013;5.172
24/4/2013;5.175
25/4/2013;5.173
26/4/2013;5.178
29/4/2013;5.18
30/4/2013;5.187
2/5/2013;5.193
3/5/2013;5.199
6/5/2013;5.208
7/5/2013;5.21
8/5/2013;5.214
9/5/2013;5.221
10/5/2013;5.229
13/5/2013;5.233
14/5/2013;5.235
15/5/2013;5.233
16/5/2013;5.233
17/5/2013;5.236
20/5/2013;5.245
21/5/2013;5.248
22/5/2013;5.255
23/5/2013;5.263
24/5/2013;5.266
27/5/2013;5.27
28/5/2013;5.27
29/5/2013;5.276
30/5/2013;5.28
31/5/2013;5.284
3/6/2013;5.287
4/6/2013;5.289
5/6/2013;5.291
6/6/2013;5.301
7/6/2013;5.3
10/6/2013;5.305
11/6/2013;5.31
12/6/2013;5.318
13/6/2013;5.327
14/6/2013;5.33
17/6/2013;5.337
18/6/2013;5.341
19/6/2013;5.349
24/6/2013;5.362
25/6/2013;5.362
26/6/2013;5.37
27/6/2013;5.377
28/6/2013;5.388
1/7/2013;5.39
2/7/2013;5.394
3/7/2013;5.398
4/7/2013;5.403
5/7/2013;5.404
8/7/2013;5.408
10/7/2013;5.413
11/7/2013;5.419
12/7/2013;5.426
15/7/2013;5.429
16/7/2013;5.435
17/7/2013;5.44
18/7/2013;5.45
19/7/2013;5.462
22/7/2013;5.461
23/7/2013;5.462
24/7/2013;5.464
25/7/2013;5.48
26/7/2013;5.481
29/7/2013;5.495
30/7/2013;5.501
31/7/2013;5.505
1/8/2013;5.511
2/8/2013;5.515
5/8/2013;5.521
6/8/2013;5.528
7/8/2013;5.53
8/8/2013;5.54
9/8/2013;5.542
12/8/2013;5.552
13/8/2013;5.562
14/8/2013;5.568
15/8/2013;5.579
16/8/2013;5.591
20/8/2013;5.595
21/8/2013;5.603
22/8/2013;5.614
23/8/2013;5.624
26/8/2013;5.632
27/8/2013;5.643
28/8/2013;5.65
29/8/2013;5.661
30/8/2013;5.672
3/9/2013;5.69
4/9/2013;5.702
5/9/2013;5.699
6/9/2013;5.701
9/9/2013;5.704
10/9/2013;5.712
11/9/2013;5.721
12/9/2013;5.72
13/9/2013;5.725
16/9/2013;5.732
17/9/2013;5.742
18/9/2013;5.751
19/9/2013;5.758
20/9/2013;5.761
23/9/2013;5.771
24/9/2013;5.771
25/9/2013;5.771
26/9/2013;5.784
27/9/2013;5.79
30/9/2013;5.793
1/10/2013;5.8
2/10/2013;5.803
3/10/2013;5.812
4/10/2013;5.813
7/10/2013;5.821
8/10/2013;5.822
9/10/2013;5.823
10/10/2013;5.829
11/10/2013;5.832
15/10/2013;5.838
16/10/2013;5.841
17/10/2013;5.851
18/10/2013;5.854
21/10/2013;5.862
22/10/2013;5.863
23/10/2013;5.864
24/10/2013;5.87
25/10/2013;5.886
28/10/2013;5.892
29/10/2013;5.894
30/10/2013;5.907
31/10/2013;5.912
1/11/2013;5.931
4/11/2013;5.943
5/11/2013;5.955
7/11/2013;5.944
8/11/2013;5.964
11/11/2013;5.973
12/11/2013;5.976
13/11/2013;5.977
14/11/2013;5.989
15/11/2013;5.995
18/11/2013;6.004
19/11/2013;6.039
20/11/2013;6.046
21/11/2013;6.059
22/11/2013;6.082
26/11/2013;6.095
27/11/2013;6.11
28/11/2013;6.126
29/11/2013;6.141
2/12/2013;6.158
3/12/2013;6.179
4/12/2013;6.198
5/12/2013;6.226
6/12/2013;6.242
9/12/2013;6.249
10/12/2013;6.264
11/12/2013;6.277
12/12/2013;6.28
13/12/2013;6.289
16/12/2013;6.315
17/12/2013;6.332
18/12/2013;6.378
19/12/2013;6.397
20/12/2013;6.424
23/12/2013;6.44
26/12/2013;6.473
27/12/2013;6.491
30/12/2013;6.521
31/12/2013;6.521
2/1/2014;6.545
3/1/2014;6.555
6/1/2014;6.595
7/1/2014;6.598
8/1/2014;6.605
9/1/2014;6.626
10/1/2014;6.664
13/1/2014;6.695
14/1/2014;6.71
15/1/2014;6.755
16/1/2014;6.774
17/1/2014;6.797
20/1/2014;6.825
21/1/2014;6.885
22/1/2014;7.14
23/1/2014;7.75
24/1/2014;8
27/1/2014;8.01
28/1/2014;8.01
29/1/2014;8.005
30/1/2014;8.015
31/1/2014;8.01
3/2/2014;8.005
4/2/2014;8.006
5/2/2014;7.9
6/2/2014;7.88
7/2/2014;7.84
10/2/2014;7.82
11/2/2014;7.81
12/2/2014;7.805
13/2/2014;7.792
14/2/2014;7.761
17/2/2014;7.76
18/2/2014;7.769
19/2/2014;7.781
20/2/2014;7.816
21/2/2014;7.845
24/2/2014;7.855
25/2/2014;7.869
26/2/2014;7.881
27/2/2014;7.877
28/2/2014;7.874
5/3/2014;7.88
6/3/2014;7.871
7/3/2014;7.861
10/3/2014;7.861
11/3/2014;7.87
12/3/2014;7.877
13/3/2014;7.889
14/3/2014;7.9
17/3/2014;7.92
18/3/2014;7.956
19/3/2014;7.953
20/3/2014;7.965
21/3/2014;7.974
25/3/2014;8.005
26/3/2014;8.001
27/3/2014;8
28/3/2014;8.003
31/3/2014;8.002
1/4/2014;8.002
3/4/2014;8
4/4/2014;8
7/4/2014;8.001
8/4/2014;8.001
9/4/2014;8
10/4/2014;8
11/4/2014;8
